#Run Subrun PIN RMS
#------------------
102286 6 1203 179.53
102286 7 1198 180.07
102286 8 1204 180.79
102286 9 1203 180.07
102286 10 1203 179.11
102286 11 1202 181.44
102286 12 1202 181.10
102286 13 1201 180.15
102286 14 1199 179.75
102286 15 1200 180.28
102286 16 1204 180.36
102286 17 1200 179.92
102286 18 1205 181.10
102286 19 1203 180.54
102286 20 1201 179.49
102286 21 1199 181.43
102286 22 1203 180.28
102286 23 1198 179.68
102286 24 1203 180.57
102286 25 1201 180.38
102286 26 1204 180.53
102286 27 1204 179.27
102286 28 1200 181.10
102286 29 1198 179.93
102286 30 1200 181.75
102286 31 1202 180.49
102286 32 1200 180.93
102286 33 1198 180.96
102286 34 1199 180.01
102286 35 1202 179.35
102286 36 1204 180.71
102286 37 1201 180.35
102286 38 1199 179.99
102286 39 1199 180.77
102290 0 1312 180.29
102290 1 1315 180.59
102290 2 1318 181.41
102290 3 1316 182.54
102290 4 1315 181.25
102290 5 1319 180.70
102290 6 1318 181.17
102290 7 1319 182.40
102290 8 1319 181.26
102290 9 1318 180.79
102290 10 1317 181.26
102290 11 1316 180.14
102290 12 1318 181.96
102290 13 1321 180.09
102290 14 1318 179.84
102290 15 1317 181.16
102290 16 1317 181.69
102290 17 1316 180.05
102290 18 1316 180.96
102290 19 1312 180.69
102290 20 1315 180.68
102290 21 1313 180.82
102290 22 1319 181.82
102290 23 1316 181.63
102290 24 1320 181.66
102290 25 1317 180.33
102290 26 1314 181.55
102290 27 1315 182.05
102290 28 1316 181.27
102290 29 1318 180.72
102290 30 1318 181.93
102290 31 1315 181.42
102290 32 1319 180.41
102290 33 1316 182.52
102290 34 1313 181.13
102290 35 1319 180.64
102290 36 1314 181.54
102290 37 1321 180.60
102290 38 1320 180.33
102290 39 1317 181.42
102165 0 1014 178.06
102165 1 1016 180.42
102165 2 1020 179.21
102165 3 1018 180.48
102165 4 1024 178.46
102165 5 1016 178.33
102165 6 1019 180.51
102165 7 1017 179.23
102165 8 1022 179.93
102165 9 1020 179.23
102165 10 1014 177.08
102165 11 1018 179.39
102165 12 1021 179.66
102165 13 1021 178.60
102165 14 1018 180.35
102165 15 1020 178.23
102165 16 1020 178.56
102165 17 1016 178.93
102165 18 1019 179.90
102165 19 1022 178.91
102165 20 1021 179.77
102165 21 1017 179.19
102165 22 1015 178.90
102165 23 1018 178.46
102165 24 1024 179.27
102165 25 1024 179.46
102165 26 1019 180.43
102165 27 1017 179.55
102165 28 1017 180.30
102165 29 1024 180.49
102165 30 1017 178.79
102165 31 1019 179.06
102165 32 1017 179.36
102165 33 1016 180.65
102165 34 1018 179.42
102165 35 1020 178.79
102165 36 1020 178.54
102165 37 1018 180.40
102165 38 1017 180.60
102165 39 1019 179.06
102293 0 1832 180.23
102293 1 1828 182.32
102293 2 1828 179.41
102293 3 1830 180.51
102293 4 1834 180.67
102293 5 1833 179.95
102293 6 1832 181.61
102293 7 1832 181.31
102293 8 1831 181.40
102293 9 1831 181.78
102293 10 1834 180.20
102293 11 1827 181.40
102293 12 1829 180.29
102293 13 1832 181.28
102293 14 1833 180.66
102293 15 1826 180.57
102293 16 1828 181.56
102293 17 1828 181.42
102293 18 1829 181.64
102293 19 1831 182.18
102293 20 1830 181.32
102293 21 1830 181.90
102293 22 1827 180.90
102293 23 1831 180.77
102293 24 1828 181.02
102293 25 1826 180.47
102293 26 1830 180.71
102293 27 1830 180.07
102293 28 1833 179.70
102293 29 1829 180.26
102293 30 1831 179.79
102293 31 1825 181.64
102293 32 1825 182.80
102293 33 1829 181.17
102293 34 1826 181.55
102293 35 1825 180.98
102293 36 1828 180.92
102293 37 1823 180.95
102293 38 1828 181.85
102293 39 1825 182.51
102296 0 2184 180.15
102296 1 2170 178.64
102296 2 2179 179.75
102296 3 2181 179.73
102296 4 2184 180.44
102296 5 2187 180.17
102296 6 2192 179.72
102296 7 2181 179.43
102296 8 2178 177.73
102296 9 2163 179.11
102296 10 2177 181.05
102296 11 2175 179.48
102296 12 2177 180.06
102296 13 2174 179.51
102296 14 2173 179.49
102296 15 2176 180.50
102296 16 2178 180.10
102296 17 2169 180.34
102296 18 2168 180.81
102296 19 2172 178.62
102296 20 2189 180.90
102296 21 2185 180.51
102296 22 2182 180.36
102296 23 2185 180.34
102296 24 2177 180.26
102296 25 2173 180.88
102296 26 2172 180.69
102296 27 2177 179.72
102296 28 2174 178.62
102296 29 2175 179.87
102296 30 2180 179.84
102296 31 2184 179.88
102296 32 2179 181.49
102296 33 2177 180.33
102296 34 2180 180.56
102296 35 2173 180.82
102296 36 2175 178.51
102296 37 2180 180.94
102296 38 2173 180.07
102296 39 2165 179.69
102300 0 968 178.39
102300 1 967 179.60
102300 2 963 179.61
102300 3 964 179.54
102300 4 964 180.36
102300 5 962 179.52
102300 6 963 178.87
102300 7 967 179.84
102300 8 965 179.66
102300 9 970 179.28
102300 10 968 178.88
102300 11 970 179.92
102300 12 965 180.59
102300 13 965 180.16
102300 14 962 178.06
102300 15 967 179.23
102300 16 966 178.84
102300 17 963 179.01
102300 18 965 178.67
102300 19 965 181.03
102300 20 959 179.01
102300 21 963 179.30
102300 22 965 180.91
102300 23 965 179.36
102300 24 964 178.64
102300 25 966 179.78
102300 26 966 180.46
102300 27 965 178.41
102300 28 966 178.54
102300 29 959 180.34
102300 30 967 179.34
102300 31 965 178.20
102300 32 965 180.17
102300 33 963 178.99
102300 34 967 178.42
102300 35 967 179.68
102300 36 961 178.47
102300 37 964 179.27
102300 38 961 179.20
102300 39 965 179.20
102304 0 1486 180.84
102304 1 1488 181.96
102304 2 1486 182.22
102304 3 1486 180.56
102304 4 1488 181.26
102304 5 1480 180.92
102304 6 1492 181.01
102304 7 1489 181.13
102304 8 1486 181.26
102304 9 1486 181.46
102304 10 1486 180.66
102304 11 1487 181.45
102304 12 1489 181.70
102304 13 1487 181.04
102304 14 1488 180.97
102304 15 1486 181.61
102304 16 1484 181.55
102304 17 1490 180.31
102304 18 1486 181.12
102304 19 1489 181.39
102304 20 1496 180.49
102304 21 1489 182.13
102304 22 1489 179.52
102304 23 1486 180.27
102304 24 1489 181.03
102304 25 1489 180.70
102304 26 1491 181.14
102304 27 1486 181.17
102304 28 1485 181.29
102304 29 1488 181.54
102304 30 1494 181.63
102304 31 1493 182.15
102304 32 1487 181.27
102304 33 1487 180.99
102304 34 1485 180.96
102304 35 1490 181.42
102304 36 1486 181.23
102304 37 1484 179.98
102304 38 1488 181.39
102304 39 1488 181.42
102168 0 1052 179.70
102168 1 1044 179.69
102168 2 1047 181.45
102168 3 1050 180.51
102168 4 1050 180.24
102168 5 1045 180.30
102168 6 1054 180.78
102168 7 1052 181.19
102168 8 1050 181.22
102168 9 1048 180.72
102168 10 1051 180.17
102168 11 1053 180.35
102168 12 1053 180.16
102168 13 1050 180.88
102168 14 1052 180.29
102168 15 1052 181.41
102168 16 1049 181.21
102168 17 1047 179.72
102168 18 1049 179.29
102168 19 1049 180.34
102168 20 1051 181.36
102168 21 1054 179.46
102168 22 1051 180.40
102168 23 1055 180.24
102168 24 1055 179.49
102168 25 1055 180.77
102168 26 1050 181.19
102168 27 1054 179.59
102168 28 1055 179.40
102168 29 1052 180.55
102168 30 1052 180.21
102168 31 1046 179.63
102168 32 1050 178.53
102168 33 1046 179.83
102168 34 1046 179.72
102168 35 1048 180.39
102168 36 1048 180.68
102168 37 1050 180.65
102168 38 1044 179.96
102168 39 1051 178.98
102306 0 1166 179.79
102306 1 1160 179.51
102306 2 1163 180.28
102306 3 1163 180.48
102306 4 1167 180.17
102306 5 1168 178.75
102306 6 1168 180.53
102306 7 1164 178.94
102306 8 1171 180.07
102306 9 1166 182.11
102306 10 1165 180.26
102306 11 1171 180.56
102306 12 1166 178.91
102306 13 1164 180.09
102306 14 1165 180.82
102306 15 1166 180.00
102306 16 1164 179.81
102306 17 1165 179.98
102306 18 1167 179.55
102306 19 1169 180.14
102306 20 1167 179.19
102306 21 1163 179.50
102306 22 1165 179.94
102306 23 1169 179.70
102306 24 1161 180.68
102306 25 1167 179.83
102306 26 1167 179.97
102306 27 1164 179.72
102306 28 1166 180.23
102306 29 1164 180.38
102306 30 1167 179.75
102306 31 1163 181.02
102306 32 1167 180.11
102306 33 1163 179.77
102306 34 1166 180.77
102306 35 1166 179.59
102306 36 1168 179.49
102306 37 1163 181.49
102306 38 1165 182.05
102306 39 1168 179.29
102310 0 1609 182.04
102310 1 1610 182.35
102310 2 1611 182.18
102310 3 1610 180.81
102310 4 1610 181.70
102310 5 1611 182.33
102310 6 1611 181.65
102310 7 1611 180.93
102310 8 1609 181.92
102310 9 1610 181.42
102310 10 1609 181.67
102310 11 1606 181.45
102310 12 1611 181.16
102310 13 1611 182.90
102310 14 1612 182.61
102310 15 1612 181.84
102310 16 1617 181.40
102310 17 1612 179.14
102310 18 1610 181.39
102310 19 1615 181.85
102310 20 1611 182.21
102310 21 1610 181.53
102310 22 1610 181.37
102310 23 1613 181.60
102310 24 1614 181.79
102310 25 1616 180.50
102310 26 1614 182.09
102310 27 1615 181.54
102310 28 1612 180.67
102310 29 1609 181.91
102310 30 1610 182.80
102310 31 1613 181.41
102310 32 1610 182.15
102310 33 1609 182.61
102310 34 1611 183.15
102310 35 1613 181.53
102310 36 1606 181.93
102310 37 1611 181.59
102310 38 1610 182.19
102310 39 1612 181.82
102313 0 1988 177.60
102313 1 1985 179.07
102313 2 1987 178.43
102313 3 1989 179.93
102313 4 1989 177.92
102313 5 1990 178.09
102313 6 1992 178.05
102313 7 1991 180.02
102313 8 1986 179.77
102313 9 1988 177.70
102313 10 1992 178.47
102313 11 1989 178.15
102313 12 1990 178.61
102313 13 1992 178.77
102313 14 1990 178.26
102313 15 1988 178.92
102313 16 1991 177.98
102313 17 1992 178.40
102313 18 1991 178.72
102313 19 1989 179.09
102313 20 1986 178.45
102313 21 1987 177.37
102313 22 1991 178.61
102313 23 1992 178.20
102313 24 1988 179.08
102313 25 1992 179.58
102313 26 1990 178.12
102313 27 1990 179.95
102313 28 1990 178.75
102313 29 1989 177.51
102313 30 1991 178.37
102313 31 1991 177.63
102313 32 1993 179.07
102313 33 1989 178.43
102313 34 1988 178.93
102313 35 1990 178.52
102313 36 1992 179.41
102313 37 1995 179.63
102313 38 1994 178.08
102313 39 1989 177.81
102315 0 574 180.46
102315 1 577 180.03
102315 2 576 180.86
102315 3 572 181.00
102315 4 574 179.40
102315 5 573 181.06
102315 6 573 179.44
102315 7 573 180.24
102315 8 573 180.75
102315 9 574 180.58
102315 10 577 179.58
102315 11 582 180.84
102315 12 572 180.75
102315 13 569 180.33
102315 14 571 179.94
102315 15 571 179.90
102315 16 575 180.75
102315 17 578 179.51
102315 18 575 180.71
102315 19 576 181.09
102315 20 574 180.53
102315 21 574 179.22
102315 22 571 178.99
102315 23 574 178.62
102315 24 571 180.69
102315 25 574 180.47
102315 26 574 180.21
102315 27 576 180.20
102315 28 576 179.18
102315 29 572 180.16
102315 30 575 179.95
102315 31 575 180.26
102315 32 577 180.61
102315 33 569 180.61
102315 34 577 180.29
102315 35 574 181.85
102315 36 573 179.99
102315 37 574 179.83
102315 38 574 179.57
102315 39 575 180.25
